	id	treatment	condition	day	bw	bwc	score	mgs	mgs30	mgs180	bur2h	burON	hr	hrv	temp	act
47	Ca_003	Transmitter	Carprofen	15	21.5	109.69387755102	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
48	Ca_003	Transmitter	Carprofen	16	21.1	107.65306122449	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
49	Ca_003	Transmitter	Carprofen	17	21.2	108.163265306122	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
50	Ca_003	Transmitter	Carprofen	18	21.3	108.673469387755	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
51	Ca_003	Transmitter	Carprofen	19	21.6	110.204081632653	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
52	Ca_003	Transmitter	Carprofen	20	21.9	111.734693877551	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
53	Ca_003	Transmitter	Carprofen	21	21.7	110.714285714286	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
54	Ca_003	Transmitter	Carprofen	22	21.6	110.204081632653	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
55	Ca_003	Transmitter	Carprofen	23	21.9	111.734693877551	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
56	Ca_003	Transmitter	Carprofen	24	22.1	112.755102040816	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
57	Ca_003	Transmitter	Carprofen	25	22.1	112.755102040816	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
58	Ca_003	Transmitter	Carprofen	26	22	112.244897959184	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
59	Ca_003	Transmitter	Carprofen	27	21.8	111.224489795918	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
60	Ca_003	Transmitter	Carprofen	28	22.5	114.79	0	NA	NA	NA	NA	NA	458.788990825688	17.4258185185185	36.681376146789	644.9
61	Ca_006	Transmitter	Carprofen	-1	19.7	100	0	0.106770833333333	NA	NA	71.193472587806	81.4786553272076	454.201834862385	13.9006757009346	36.4744036697248	1063.86
62	Ca_006	Transmitter	Carprofen	0	17.7	89.8477157360406	2	0.128571428571429	0.532142857142857	0.466964285714286	0.0715819613457427	20.5440229062276	688.18	1.61135670103093	35.7853	115.19
63	Ca_006	Transmitter	Carprofen	1	17.6	89.3401015228426	2	0.115625	NA	NA	54.5977011494253	72.4856321839081	608.403669724771	4.86896851851852	37.2871559633027	193.75
64	Ca_006	Transmitter	Carprofen	2	17.7	89.8477157360406	2	0.328125	NA	NA	45.5064194008559	79.4579172610556	537.174311926605	7.49999259259259	36.9628440366972	528.03
65	Ca_006	Transmitter	Carprofen	3	17.9	90.8629441624365	2	NA	NA	NA	NA	NA	483.449541284404	8.48848796296296	36.8211926605505	490.75
66	Ca_006	Transmitter	Carprofen	4	17.9	90.8629441624365	2	0.09375	NA	NA	61.3733905579399	71.4592274678112	521.238532110092	7.58865462962963	37.0177064220183	576.54
67	Ca_006	Transmitter	Carprofen	5	18.9	95.9390862944162	1	NA	NA	NA	NA	NA	449.560747663551	9.04116759259259	36.3951401869159	612.85
68	Ca_006	Transmitter	Carprofen	6	18.5	93.9086294416244	2	0.328571428571429	NA	NA	NA	NA	NA	NA	NA	NA
69	Ca_006	Transmitter	Carprofen	7	19.2	97.4619289340101	0	NA	NA	NA	49.176807444524	87.4731567644953	443.660550458716	10.8125703703704	36.4378899082569	563.02
70	Ca_006	Transmitter	Carprofen	8	19.2	97.4619289340101	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
71	Ca_006	Transmitter	Carprofen	9	19.7	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
72	Ca_006	Transmitter	Carprofen	10	20.1	102.030456852792	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
73	Ca_006	Transmitter	Carprofen	11	20	101.522842639594	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
74	Ca_006	Transmitter	Carprofen	12	20.1	102.030456852792	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
75	Ca_006	Transmitter	Carprofen	13	20.5	104.060913705584	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
76	Ca_006	Transmitter	Carprofen	14	21	106.598984771574	0	NA	NA	NA	NA	NA	474.752293577982	12.6994962616822	36.5453211009174	957.3
77	Ca_006	Transmitter	Carprofen	15	21.2	107.61421319797	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
78	Ca_006	Transmitter	Carprofen	16	21	106.598984771574	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
79	Ca_006	Transmitter	Carprofen	17	21.1	107.106598984772	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
80	Ca_006	Transmitter	Carprofen	18	21.1	107.106598984772	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
81	Ca_006	Transmitter	Carprofen	19	21.5	109.137055837563	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
82	Ca_006	Transmitter	Carprofen	20	21.8	110.659898477157	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
83	Ca_006	Transmitter	Carprofen	21	22	111.675126903553	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
84	Ca_006	Transmitter	Carprofen	22	22.5	114.213197969543	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
85	Ca_006	Transmitter	Carprofen	23	22.8	115.736040609137	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
86	Ca_006	Transmitter	Carprofen	24	22.7	115.228426395939	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
87	Ca_006	Transmitter	Carprofen	25	22.7	115.228426395939	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
88	Ca_006	Transmitter	Carprofen	26	22.5	114.213197969543	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
89	Ca_006	Transmitter	Carprofen	27	22.2	112.690355329949	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
90	Ca_006	Transmitter	Carprofen	28	21.8	110.66	0	NA	NA	NA	NA	NA	454.201834862385	13.9006757009346	36.4744036697248	1063.86
91	Ca_008	Transmitter	Carprofen	-1	19.6	100	0	0.065625	NA	NA	42.5771144278607	100	478.110091743119	13.1386101851852	36.6155963302752	795.46
92	Ca_008	Transmitter	Carprofen	0	17.2	87.7551020408163	2	0.25	0.8125	0.56875	1.00143061516452	1.78826895565092	673.912087912088	2.29353707865169	35.61	122.38
93	Ca_008	Transmitter	Carprofen	1	16.9	86.2244897959184	3	0.0125	NA	NA	0	57.2961373390558	615.100917431193	5.13800648148148	37.4915596330275	110.81
94	Ca_008	Transmitter	Carprofen	2	17.3	88.265306122449	2	0.16875	NA	NA	81.063829787234	100	543.761467889908	6.23684537037037	37.2315596330275	548.23
95	Ca_008	Transmitter	Carprofen	3	17.2	87.7551020408163	2	NA	NA	NA	NA	NA	496.706422018349	6.17143611111111	36.7887155963303	213.08
96	Ca_008	Transmitter	Carprofen	4	17.6	89.7959183673469	2	0.084375	NA	NA	50.3576537911302	100	535.018348623853	6.03876851851852	36.9033027522936	226
97	Ca_008	Transmitter	Carprofen	5	18.4	93.8775510204081	2	NA	NA	NA	NA	NA	500.607476635514	6.99159259259259	36.8923364485981	425.84
98	Ca_008	Transmitter	Carprofen	6	18.2	92.8571428571428	2	0.075	NA	NA	NA	NA	NA	NA	NA	NA
99	Ca_008	Transmitter	Carprofen	7	18.2	92.8571428571428	2	NA	NA	NA	100	100	501.614678899083	7.80755370370371	36.6032110091743	484.48
100	Ca_008	Transmitter	Carprofen	8	18.8	95.9183673469388	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
101	Ca_008	Transmitter	Carprofen	9	19.4	98.9795918367347	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
102	Ca_008	Transmitter	Carprofen	10	19.7	100.510204081633	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
103	Ca_008	Transmitter	Carprofen	11	19.9	101.530612244898	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
104	Ca_008	Transmitter	Carprofen	12	19.7	100.510204081633	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
105	Ca_008	Transmitter	Carprofen	13	20	102.040816326531	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
106	Ca_008	Transmitter	Carprofen	14	20.3	103.571428571429	0	NA	NA	NA	NA	NA	476.807339449541	14.2203546296296	36.4744036697248	539.98
107	Ca_008	Transmitter	Carprofen	15	20.5	104.591836734694	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
108	Ca_008	Transmitter	Carprofen	16	21	107.142857142857	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
109	Ca_008	Transmitter	Carprofen	17	20.6	105.102040816327	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
110	Ca_008	Transmitter	Carprofen	18	20.9	106.632653061224	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
111	Ca_008	Transmitter	Carprofen	19	21	107.142857142857	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
112	Ca_008	Transmitter	Carprofen	20	21.2	108.163265306122	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
113	Ca_008	Transmitter	Carprofen	21	21.7	110.714285714286	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
114	Ca_008	Transmitter	Carprofen	22	21.2	108.163265306122	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
115	Ca_008	Transmitter	Carprofen	23	21.4	109.183673469388	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
116	Ca_008	Transmitter	Carprofen	24	21.5	109.69387755102	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
117	Ca_008	Transmitter	Carprofen	25	21.4	109.183673469388	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
118	Ca_008	Transmitter	Carprofen	26	21.5	109.69387755102	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
119	Ca_008	Transmitter	Carprofen	27	21	107.142857142857	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
120	Ca_008	Transmitter	Carprofen	28	21.3	108.67	0	NA	NA	NA	NA	NA	478.110091743119	13.1386101851852	36.6155963302752	795.46
121	Ca_009	Transmitter	Carprofen	-1	22	100	0	0.179464285714286	NA	NA	87.7410101772746	100	465.788990825688	8.47116944444444	36.5166055045872	653.21
122	Ca_009	Transmitter	Carprofen	0	18.6	84.5454545454546	3	0.103571428571429	0.778125	0.315625	0	14.9786019971469	604.83185840708	2.28647321428571	36.2744247787611	107.82
123	Ca_009	Transmitter	Carprofen	1	19	86.3636363636364	3	0.11875	NA	NA	0	64.8320228734811	529.211009174312	3.74727962962963	37.3757798165138	143.4
124	Ca_009	Transmitter	Carprofen	2	19.3	87.7272727272727	2	0.065625	NA	NA	44.5558739255014	79.6561604584527	504.908256880734	4.80816481481482	37.0815596330275	169
125	Ca_009	Transmitter	Carprofen	3	20.1	91.3636363636364	2	NA	NA	NA	NA	NA	485.54128440367	4.92600740740741	36.9170642201835	293.8
126	Ca_009	Transmitter	Carprofen	4	20.3	92.2727272727273	2	0.228125	NA	NA	73.2950466618808	94.2569992821249	545.348623853211	4.39993888888889	37.1821100917431	353
127	Ca_009	Transmitter	Carprofen	5	20.7	94.0909090909091	1	NA	NA	NA	NA	NA	485.201834862385	5.00841944444445	36.7833027522936	447
128	Ca_009	Transmitter	Carprofen	6	20.8	94.5454545454546	1	0.1625	NA	NA	NA	NA	NA	NA	NA	NA
129	Ca_009	Transmitter	Carprofen	7	21.1	95.9090909090909	1	NA	NA	NA	99.2114695340502	100	463.871559633028	6.3333712962963	36.5868807339449	1075.48
130	Ca_009	Transmitter	Carprofen	8	21.5	97.7272727272727	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
131	Ca_009	Transmitter	Carprofen	9	22.1	100.454545454545	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
132	Ca_009	Transmitter	Carprofen	10	22.5	102.272727272727	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
133	Ca_009	Transmitter	Carprofen	11	21.5	97.7272727272727	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
134	Ca_009	Transmitter	Carprofen	12	22.1	100.454545454545	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
135	Ca_009	Transmitter	Carprofen	13	23	104.545454545455	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
136	Ca_009	Transmitter	Carprofen	14	23	104.545454545455	0	NA	NA	NA	NA	NA	480.05504587156	6.48667685185185	36.642752293578	1018.74
137	Ca_009	Transmitter	Carprofen	15	23.6	107.272727272727	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
138	Ca_009	Transmitter	Carprofen	16	23.1	105	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
139	Ca_009	Transmitter	Carprofen	17	23	104.545454545455	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
140	Ca_009	Transmitter	Carprofen	18	23.4	106.363636363636	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
141	Ca_009	Transmitter	Carprofen	19	23.8	108.181818181818	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
142	Ca_009	Transmitter	Carprofen	20	24.2	110	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
143	Ca_009	Transmitter	Carprofen	21	23.5	106.818181818182	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
144	Ca_009	Transmitter	Carprofen	22	24	109.090909090909	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
145	Ca_009	Transmitter	Carprofen	23	24.3	110.454545454545	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
146	Ca_009	Transmitter	Carprofen	24	24	109.090909090909	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
147	Ca_009	Transmitter	Carprofen	25	24.4	110.909090909091	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
148	Ca_009	Transmitter	Carprofen	26	24.1	109.545454545455	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
149	Ca_009	Transmitter	Carprofen	27	24.2	110	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
150	Ca_009	Transmitter	Carprofen	28	24.5	111.36	0	NA	NA	NA	NA	NA	465.788990825688	8.47116944444444	36.5166055045872	653.21
151	Ca_011	Transmitter	Carprofen	-1	20.6	100	0	0.0796875	NA	NA	82.3906235268558	98.5685649987088	426.146788990826	17.8166833333333	36.0811009174312	641.13
152	Ca_011	Transmitter	Carprofen	0	18.6	90.2912621359223	2	0.109375	0.85625	0.203125	30.4317055909413	65.7466383581033	653.676470588235	4.12159207920792	36.5207843137255	110.9
153	Ca_011	Transmitter	Carprofen	1	19.2	93.2038834951456	2	0.1375	NA	NA	85.5093256814921	100	554.155963302752	7.11167314814815	37.295871559633	709.76
154	Ca_011	Transmitter	Carprofen	2	19.4	94.1747572815534	1	0.05	NA	NA	74.4772891131939	92.4297043979813	514.256880733945	9.42098981481481	37.0311009174312	275.96
155	Ca_011	Transmitter	Carprofen	3	20	97.0873786407767	0	NA	NA	NA	NA	NA	473.935779816514	9.15005092592592	36.7260550458716	559.84
156	Ca_011	Transmitter	Carprofen	4	20.7	100.485436893204	0	0.0625	NA	NA	86.5905848787447	88.5877318116976	513.990825688073	9.75553518518518	37.0636697247706	779.5
157	Ca_011	Transmitter	Carprofen	5	20.3	98.5436893203883	0	NA	NA	NA	NA	NA	482.201834862385	9.15097777777778	36.7017431192661	672.8
158	Ca_011	Transmitter	Carprofen	6	20.7	100.485436893204	0	0.175	NA	NA	NA	NA	NA	NA	NA	NA
159	Ca_011	Transmitter	Carprofen	7	20.5	99.5145631067961	0	NA	NA	NA	91.1806543385491	99.1465149359886	464.532110091743	11.9480824074074	36.642752293578	829.86
160	Ca_011	Transmitter	Carprofen	8	20.9	101.456310679612	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
161	Ca_011	Transmitter	Carprofen	9	21.1	102.427184466019	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
162	Ca_011	Transmitter	Carprofen	10	21.2	102.912621359223	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
163	Ca_011	Transmitter	Carprofen	11	21.5	104.368932038835	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
164	Ca_011	Transmitter	Carprofen	12	21.3	103.398058252427	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
165	Ca_011	Transmitter	Carprofen	13	21.6	104.854368932039	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
166	Ca_011	Transmitter	Carprofen	14	21.9	106.31067961165	0	NA	NA	NA	NA	NA	449.009174311927	15.3573277777778	36.2057798165138	838.84
167	Ca_011	Transmitter	Carprofen	15	21.7	105.339805825243	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
168	Ca_011	Transmitter	Carprofen	16	21.9	106.31067961165	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
169	Ca_011	Transmitter	Carprofen	17	21.8	105.825242718447	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
170	Ca_011	Transmitter	Carprofen	18	22.2	107.766990291262	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
171	Ca_011	Transmitter	Carprofen	19	22.2	107.766990291262	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
172	Ca_011	Transmitter	Carprofen	20	22.2	107.766990291262	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
173	Ca_011	Transmitter	Carprofen	21	22.3	108.252427184466	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
174	Ca_011	Transmitter	Carprofen	22	22.5	109.223300970874	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
175	Ca_011	Transmitter	Carprofen	23	22.2	107.766990291262	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
176	Ca_011	Transmitter	Carprofen	24	22.7	110.194174757282	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
177	Ca_011	Transmitter	Carprofen	25	22.5	109.223300970874	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
178	Ca_011	Transmitter	Carprofen	26	22.8	110.679611650485	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
179	Ca_011	Transmitter	Carprofen	27	22.4	108.73786407767	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
180	Ca_011	Transmitter	Carprofen	28	23.3	113.11	0	NA	NA	NA	NA	NA	426.146788990826	17.8166833333333	36.0811009174312	641.13
181	Ca_013	Transmitter	Carprofen	-1	18.5	100	0	0.053125	NA	NA	41.7322834645669	100	433.660550458716	12.5345305555556	36.2785321100917	803.51
182	Ca_013	Transmitter	Carprofen	0	17	91.8918918918919	2	0.178125	0.805625	0.241071428571429	0	31.4854299928927	646	4.04480659340659	36.4533695652174	34.87
183	Ca_013	Transmitter	Carprofen	1	17.8	96.2162162162162	1	0.215625	NA	NA	36.9252873563218	72.6293103448276	545.816513761468	7.05972592592593	37.1477064220184	178.18
184	Ca_013	Transmitter	Carprofen	2	17.9	96.7567567567567	0	0.028125	NA	NA	41.4112615823236	96.0085531004989	514.495412844037	7.63398518518518	37.0774311926606	154
185	Ca_013	Transmitter	Carprofen	3	17.7	95.6756756756757	1	NA	NA	NA	NA	NA	485.596330275229	7.73696481481481	36.8094495412844	284.06
186	Ca_013	Transmitter	Carprofen	4	18.2	98.3783783783784	0	0.1	NA	NA	48.3250178189594	100	538.192660550459	7.45820277777777	37.015504587156	285.18
187	Ca_013	Transmitter	Carprofen	5	18	97.2972972972973	0	NA	NA	NA	NA	NA	476.018348623853	7.78815925925926	36.4278899082569	379.16
188	Ca_013	Transmitter	Carprofen	6	18.5	100	0	0.11875	NA	NA	NA	NA	NA	NA	NA	NA
189	Ca_013	Transmitter	Carprofen	7	18.6	100.540540540541	0	NA	NA	NA	79.8289379900214	85.2459016393443	459.770642201835	9.04773611111111	36.4726605504587	498.58
190	Ca_013	Transmitter	Carprofen	8	19	102.702702702703	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
191	Ca_013	Transmitter	Carprofen	9	19.1	103.243243243243	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
192	Ca_013	Transmitter	Carprofen	10	18.9	102.162162162162	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
193	Ca_013	Transmitter	Carprofen	11	19.3	104.324324324324	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
194	Ca_013	Transmitter	Carprofen	12	19.9	107.567567567568	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
195	Ca_013	Transmitter	Carprofen	13	20	108.108108108108	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
196	Ca_013	Transmitter	Carprofen	14	19.7	106.486486486486	0	NA	NA	NA	NA	NA	439.477064220183	14.1691712962963	36.3459633027523	880.66
197	Ca_013	Transmitter	Carprofen	15	20	108.108108108108	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
198	Ca_013	Transmitter	Carprofen	16	20.4	110.27027027027	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
199	Ca_013	Transmitter	Carprofen	17	20.8	112.432432432432	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
200	Ca_013	Transmitter	Carprofen	18	20.8	112.432432432432	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
201	Ca_013	Transmitter	Carprofen	19	20.1	108.648648648649	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
